Overall time BD (ms)	Overall time SO (ms)	Time first output SO (ms)	number of tuples	Exceptions
N/A	0.9572	N/A	6	none
N/A	1.226.967	N/A	10000	none
N/A	11.543	N/A	3	none
N/A	0.7637	N/A	1	none
N/A	1.207.169	N/A	10000	none
N/A	1.237.055	N/A	10000	none
N/A	13.551	N/A	22	none
N/A	0.7467	N/A	1	none
N/A	10.441	N/A	9	none
N/A	0.7293	N/A	1	none
N/A	0.7379	N/A	1	none
N/A	1.215.357	N/A	10000	none
N/A	168.325	N/A	668	none
N/A	95.159	N/A	370	none
N/A	1.215.255	N/A	10000	none
N/A	0.8512	N/A	2	none
N/A	44.209	N/A	130	none
N/A	22.629	N/A	91	none
N/A	1.198.489	N/A	10000	none
N/A	13.238	N/A	8	none
N/A	571.826	N/A	10000	none
N/A	0.7898	N/A	1	none
N/A	578.175	N/A	10000	none
N/A	67.659	N/A	3843	none
N/A	1.238.788	N/A	10000	none
N/A	13.283	N/A	19	none
N/A	1.082.698	N/A	10000	none
N/A	163.515	N/A	668	none
N/A	0.8013	N/A	1	none
N/A	1.201.559	N/A	10000	none
N/A	1.235.808	N/A	10000	none
N/A	10.791	N/A	2	none
N/A	227.856	N/A	979	none
N/A	55.433	N/A	168	none
N/A	386.392	N/A	1895	none
N/A	10.446	N/A	14	none
N/A	29.946	N/A	1797	none
N/A	95.221	N/A	382	none
N/A	1.196.748	N/A	10000	none
N/A	0.7909	N/A	1	none
N/A	147.931	N/A	572	none
N/A	235.325	N/A	2235	none
N/A	1.117.001	N/A	5999	none
N/A	11.073	N/A	3	none
N/A	4.811	N/A	156	none
N/A	0.5683	N/A	2	none
N/A	157.176	N/A	572	none
N/A	1.282.077	N/A	10000	none
N/A	19.391	N/A	29	none
N/A	1.285.513	N/A	10000	none
N/A	16.165	N/A	616	none
N/A	10.159	N/A	2	none
N/A	0.5869	N/A	2	none
N/A	0.5418	N/A	1	none
N/A	0.7938	N/A	3	none
N/A	1.298.929	N/A	10000	none
N/A	126.619	N/A	10000	none
N/A	11.545	N/A	3	none
N/A	0.5488	N/A	3	none
N/A	1.756.491	N/A	10000	none
N/A	1.039	N/A	2	none
N/A	0.9552	N/A	6	none
N/A	0.7725	N/A	1	none
N/A	153.787	N/A	600	none
N/A	0.9101	N/A	2	none
N/A	176.367	N/A	1561	none
N/A	0.765	N/A	2	none
N/A	0.7431	N/A	2	none
N/A	153.747	N/A	668	none
N/A	0.9888	N/A	1	none
N/A	13.301	N/A	32	none
N/A	1.294.213	N/A	10000	none
N/A	10.569	N/A	2	none
N/A	0.7602	N/A	1	none
N/A	0.7622	N/A	9	none
N/A	0.8336	N/A	2	none
N/A	0.9394	N/A	8	none
N/A	176.383	N/A	1388	none
N/A	1.288.608	N/A	10000	none
N/A	420.431	N/A	1895	none
N/A	60.698	N/A	182	none
N/A	0.6635	N/A	3	none
N/A	0.5323	N/A	2	none
N/A	0.7399	N/A	1	none
N/A	10.504	N/A	18	none
N/A	1.264.462	N/A	10000	none
N/A	12.784	N/A	4	none
N/A	128.622	N/A	1108	none
N/A	0.823	N/A	1	none
N/A	153.452	N/A	572	none
N/A	42.447	N/A	287	none
N/A	104.644	N/A	827	none
N/A	13.613	N/A	33	none
N/A	0.7318	N/A	1	none
N/A	1.257.172	N/A	10000	none
N/A	11.099	N/A	3	none
N/A	1.308.662	N/A	10000	none
N/A	0.82	N/A	1	none
N/A	11.033	N/A	9	none
N/A	1.762.752	N/A	10000	none
N/A	0.8366	N/A	1	none
N/A	0.756	N/A	1	none
N/A	0.5798	N/A	2	none
N/A	206.115	N/A	1778	none
N/A	1.300.921	N/A	10000	none
N/A	581.342	N/A	10000	none
N/A	11.054	N/A	2	none
N/A	147.264	N/A	572	none
N/A	0.7817	N/A	1	none
N/A	0.7867	N/A	2	none
N/A	0.8306	N/A	14	none
N/A	1.268.278	N/A	10000	none
N/A	1.081.623	N/A	10000	none
N/A	0.9068	N/A	9	none
N/A	0.6083	N/A	1	none
N/A	0.5521	N/A	2	none
N/A	3.907	N/A	130	none
N/A	255.311	N/A	1257	none
N/A	0.8538	N/A	2	none
N/A	0.7671	N/A	1	none
N/A	0.5898	N/A	2	none
N/A	1.762.651	N/A	10000	none
N/A	0.8651	N/A	3	none
N/A	78.674	N/A	238	none
N/A	1.276.832	N/A	10000	none
N/A	0.8401	N/A	1	none
N/A	0.7304	N/A	1	none
N/A	0.5516	N/A	2	none
N/A	0.6232	N/A	4	none
N/A	744.325	N/A	3843	none
N/A	414.852	N/A	2365	none
N/A	96.573	N/A	342	none
N/A	0.7766	N/A	5	none
N/A	106.625	N/A	956	none
N/A	15.344	N/A	38	none
N/A	60.122	N/A	10000	none
N/A	10.603	N/A	12	none
N/A	110.203	N/A	539	none
N/A	126.19	N/A	10000	none
N/A	0.8126	N/A	2	none
N/A	45.472	N/A	124	none
N/A	181.038	N/A	668	none
N/A	146.576	N/A	1570	none
N/A	1.064.296	N/A	10000	none
N/A	0.8028	N/A	1	none
N/A	0.5258	N/A	1	none
N/A	0.7065	N/A	4	none
N/A	1.120.162	N/A	5999	none
N/A	1.287.402	N/A	10000	none
N/A	104.102	N/A	314	none
N/A	1.219	N/A	11	none
N/A	0.62	N/A	5	none
N/A	0.8265	N/A	8	none
N/A	0.8139	N/A	2	none
N/A	0.8044	N/A	11	none
N/A	0.7869	N/A	2	none
N/A	0.746	N/A	1	none
N/A	38.141	N/A	97	none
N/A	0.7525	N/A	1	none
N/A	1.780.547	N/A	10000	none
N/A	1.075.797	N/A	10000	none
N/A	10.257	N/A	1	none
N/A	1.773.363	N/A	10000	none
N/A	0.9891	N/A	4	none
N/A	0.733	N/A	1	none
N/A	0.5596	N/A	2	none
N/A	181.232	N/A	572	none
N/A	1.306.444	N/A	10000	none
N/A	1.081.401	N/A	10000	none
N/A	108.86	N/A	10000	none
N/A	10.711	N/A	2	none
N/A	0.8298	N/A	3	none
N/A	0.4994	N/A	1	none
N/A	0.7572	N/A	2	none
N/A	0.7921	N/A	1	none
N/A	0.5316	N/A	1	none
N/A	1.295.995	N/A	10000	none
N/A	1.293.394	N/A	10000	none
N/A	1.314.085	N/A	10000	none
N/A	10.505	N/A	1	none
N/A	0.7787	N/A	2	none
N/A	17.497	N/A	37	none
N/A	267.473	N/A	1182	none
N/A	730.215	N/A	3843	none
N/A	11.323	N/A	3	none
N/A	1.289.813	N/A	10000	none
N/A	0.7838	N/A	1	none
N/A	0.7379	N/A	1	none
N/A	0.5893	N/A	4	none
N/A	1.443	N/A	60	none
N/A	1.086.349	N/A	10000	none
N/A	0.8474	N/A	1	none
N/A	0.5938	N/A	3	none
N/A	0.6037	N/A	2	none
N/A	238.884	N/A	1182	none
N/A	585.442	N/A	10000	none
N/A	21.067	N/A	70	none
N/A	12.842	N/A	31	none
N/A	0.5657	N/A	2	none
N/A	0.7591	N/A	2	none
N/A	0.5553	N/A	1	none
N/A	17.782	N/A	83	none
N/A	1.800.939	N/A	10000	none
N/A	12.273	N/A	9	none
N/A	0.7609	N/A	2	none
N/A	266.213	N/A	1257	none
N/A	1.308.823	N/A	10000	none
N/A	130.308	N/A	10000	none
N/A	10.486	N/A	1	none
N/A	0.5409	N/A	2	none
N/A	0.8101	N/A	17	none
N/A	1.121.636	N/A	5999	none
N/A	34.512	N/A	114	none
N/A	109.658	N/A	467	none
N/A	891.601	N/A	3961	none
N/A	11.447	N/A	1	none
N/A	1.282.276	N/A	10000	none
N/A	1.314.552	N/A	10000	none
N/A	21.364	N/A	33	none
N/A	1.289.993	N/A	10000	none
N/A	860.973	N/A	4416	none
N/A	1.865	N/A	30	none
N/A	1.275.945	N/A	10000	none
N/A	1.27	N/A	7	none
N/A	0.7394	N/A	1	none
N/A	1.306.037	N/A	10000	none
N/A	864.224	N/A	4416	none
N/A	108.702	N/A	326	none
N/A	1.080.834	N/A	10000	none
N/A	0.8453	N/A	1	none
N/A	0.8092	N/A	2	none
N/A	165.096	N/A	1388	none
N/A	1.277.275	N/A	10000	none
N/A	1.788.779	N/A	10000	none
N/A	130.954	N/A	10000	none
N/A	10.893	N/A	2	none
N/A	55.563	N/A	399	none
N/A	0.5265	N/A	1	none
N/A	1.812.706	N/A	10000	none
N/A	11.134	N/A	1	none
N/A	0.5199	N/A	1	none
N/A	80.258	N/A	827	none
N/A	111.958	N/A	566	none
N/A	841.823	N/A	4416	none
N/A	0.8411	N/A	1	none
N/A	1.269.536	N/A	10000	none
N/A	114.069	N/A	340	none
N/A	0.9595	N/A	1	none
N/A	165.244	N/A	1570	none
N/A	398.283	N/A	2365	none
N/A	1.791.581	N/A	10000	none
N/A	1.305.949	N/A	10000	none
N/A	100.839	N/A	342	none
N/A	1.281.419	N/A	10000	none
N/A	0.8653	N/A	4	none
N/A	0.5694	N/A	1	none
N/A	842.153	N/A	4416	none
N/A	0.9031	N/A	4	none
N/A	17.762	N/A	58	none
N/A	18.836	N/A	2235	none
N/A	0.7432	N/A	1	none
N/A	0.7677	N/A	1	none
N/A	0.5015	N/A	1	none
N/A	718.796	N/A	3843	none
N/A	83.581	N/A	567	none
N/A	0.7015	N/A	4	none
N/A	0.5613	N/A	2	none
N/A	239.329	N/A	1526	none
N/A	0.8551	N/A	3	none
N/A	1.293.372	N/A	10000	none
N/A	738.876	N/A	3843	none
N/A	1.064.121	N/A	10000	none
N/A	11.851	N/A	5	none
N/A	0.7371	N/A	1	none
N/A	1.264.518	N/A	10000	none
N/A	10.473	N/A	1	none
N/A	0.7405	N/A	1	none
N/A	1.279.579	N/A	10000	none
N/A	7.259	N/A	493	none
N/A	0.9416	N/A	6	none
N/A	1.117.247	N/A	10000	none
N/A	1.240.715	N/A	10000	none
N/A	10.644	N/A	1	none
N/A	0.9773	N/A	9	none
N/A	31.774	N/A	79	none
N/A	1.634.693	N/A	10000	none
N/A	1.124	N/A	4	none
N/A	16.317	N/A	36	none
N/A	112.847	N/A	486	none
N/A	449.217	N/A	2836	none
N/A	1.221.567	N/A	10000	none
N/A	382.823	N/A	2365	none
N/A	0.8265	N/A	2	none
N/A	0.549	N/A	1	none
N/A	1.055.784	N/A	10000	none
N/A	10.729	N/A	13	none
N/A	577.558	N/A	10000	none
N/A	1.207.335	N/A	10000	none
N/A	0.8373	N/A	1	none
N/A	1.005.859	N/A	5999	none
N/A	15.611	N/A	29	none
N/A	0.8599	N/A	3	none
N/A	0.5725	N/A	1	none
N/A	448.029	N/A	2836	none
N/A	18.318	N/A	29	none
N/A	10.366	N/A	40	none
N/A	1.208.624	N/A	10000	none
N/A	11.141	N/A	2	none
N/A	45.382	N/A	152	none
N/A	0.7478	N/A	7	none
N/A	121.471	N/A	10000	none
N/A	1.212.235	N/A	10000	none
N/A	1.092.238	N/A	10000	none
N/A	1.091.643	N/A	10000	none
N/A	13.547	N/A	57	none
N/A	0.5538	N/A	1	none
N/A	71.985	N/A	308	none
N/A	596.325	N/A	10000	none
N/A	1.032.694	N/A	5999	none
N/A	1.219.621	N/A	10000	none
N/A	14.059	N/A	12	none
N/A	231.145	N/A	979	none
N/A	0.8219	N/A	1	none
N/A	0.7931	N/A	1	none
N/A	0.5612	N/A	1	none
N/A	58.246	N/A	10000	none
N/A	1.249.314	N/A	10000	none
N/A	1.201.539	N/A	10000	none
N/A	11.964	N/A	3	none
N/A	0.5824	N/A	3	none
N/A	20.681	N/A	64	none
N/A	1.095.973	N/A	10000	none
N/A	0.8163	N/A	1	none
N/A	55.948	N/A	166	none
N/A	1.219.965	N/A	10000	none
N/A	34.598	N/A	118	none
N/A	0.828	N/A	4	none
N/A	147.832	N/A	674	none
N/A	11.153	N/A	4	none
N/A	0.8239	N/A	2	none
N/A	566.852	N/A	10000	none
N/A	57.549	N/A	161	none
N/A	0.9469	N/A	2	none
N/A	179.556	N/A	1388	none
N/A	119.482	N/A	10000	none
N/A	1.055	N/A	2	none
N/A	1.622.783	N/A	10000	none
N/A	10.351	N/A	1	none
N/A	1.202.943	N/A	10000	none
N/A	226.722	N/A	979	none
N/A	10.732	N/A	3	none
N/A	152.893	N/A	1570	none
N/A	0.7123	N/A	2	none
N/A	1.188.232	N/A	10000	none
N/A	0.8664	N/A	3	none
N/A	0.5845	N/A	3	none
N/A	0.5923	N/A	2	none
N/A	0.5291	N/A	1	none
N/A	1.210.294	N/A	10000	none
N/A	1.021.568	N/A	5999	none
N/A	26.118	N/A	85	none
N/A	0.7528	N/A	1	none
N/A	107.363	N/A	978	none
N/A	30.507	N/A	75	none
N/A	165.305	N/A	10000	none
N/A	0.859	N/A	3	none
N/A	123.814	N/A	512	none
N/A	193.156	N/A	1522	none
N/A	10.288	N/A	2	none
N/A	0.5479	N/A	2	none
N/A	666.533	N/A	3843	none
N/A	10.469	N/A	1	none
N/A	2.502	N/A	132	none
N/A	0.9228	N/A	13	none
N/A	0.8201	N/A	7	none
N/A	0.5667	N/A	4	none
N/A	20.651	N/A	111	none
N/A	0.7462	N/A	1	none
N/A	680.753	N/A	3843	none
N/A	37.728	N/A	2365	none
N/A	55.701	N/A	159	none
N/A	0.8903	N/A	20	none
N/A	12.818	N/A	31	none
N/A	16.271	N/A	48	none
N/A	1.060.218	N/A	10000	none
N/A	39.632	N/A	1	none
N/A	10.003	N/A	3	none
N/A	0.9772	N/A	1	none
N/A	0.9338	N/A	1	none
N/A	11.068	N/A	1	none
N/A	29.854	N/A	1	none
N/A	10.191	N/A	1	none
N/A	10.058	N/A	1	none
N/A	0.9757	N/A	1	none
N/A	73.971	N/A	1	none
N/A	13.671	N/A	1	none
N/A	10.133	N/A	1	none
N/A	10.685	N/A	1	none
N/A	0.9427	N/A	1	none
N/A	10.472	N/A	1	none
N/A	21.054	N/A	1	none
N/A	10.277	N/A	1	none
N/A	10.392	N/A	1	none
N/A	0.9347	N/A	1	none
N/A	0.9039	N/A	1	none
N/A	0.9394	N/A	1	none
N/A	6.6	N/A	1	none
N/A	0.9581	N/A	1	none
N/A	0.8993	N/A	1	none
N/A	0.9174	N/A	1	none
N/A	0.8939	N/A	1	none
N/A	0.887	N/A	1	none
N/A	0.9232	N/A	1	none
N/A	0.9689	N/A	1	none
N/A	10.576	N/A	1	none
N/A	23.188	N/A	2	none
N/A	0.9886	N/A	1	none
N/A	0.8798	N/A	2	none
N/A	0.9287	N/A	1	none
N/A	0.9247	N/A	1	none
N/A	0.9191	N/A	1	none
N/A	0.857	N/A	1	none
N/A	10.425	N/A	12	none
N/A	0.8699	N/A	1	none
N/A	17.444	N/A	1	none
N/A	0.9204	N/A	2	none
N/A	0.9134	N/A	1	none
N/A	11.258	N/A	15	none
N/A	10.783	N/A	2	none
N/A	0.8906	N/A	1	none
N/A	0.957	N/A	1	none
N/A	12.731	N/A	2	none
N/A	0.9592	N/A	2	none
N/A	0.8743	N/A	1	none
N/A	10.462	N/A	1	none
N/A	10.061	N/A	1	none
N/A	0.8977	N/A	1	none
N/A	46.353	N/A	2	none
N/A	10.081	N/A	7	none
N/A	0.895	N/A	1	none
N/A	14.546	N/A	1	none
N/A	0.7316	N/A	1	none
N/A	25.838	N/A	1	none
N/A	0.9631	N/A	1	none
N/A	0.677	N/A	1	none
N/A	0.839	N/A	1	none
N/A	0.883	N/A	1	none
N/A	0.7523	N/A	1	none
N/A	0.8949	N/A	1	none
N/A	0.9707	N/A	1	none
N/A	11.648	N/A	25	none
N/A	0.866	N/A	1	none
N/A	34.925	N/A	1	none
N/A	0.6566	N/A	1	none
N/A	0.943	N/A	1	none
N/A	14.666	N/A	1	none
N/A	0.6848	N/A	2	none
N/A	0.9107	N/A	1	none
N/A	18.765	N/A	11	none
N/A	0.6196	N/A	1	none
N/A	0.8726	N/A	1	none
N/A	53.906	N/A	1	none
N/A	0.6438	N/A	1	none
N/A	0.8878	N/A	1	none
N/A	0.899	N/A	1	none
N/A	0.6667	N/A	1	none
N/A	0.8812	N/A	1	none
N/A	25.492	N/A	1	none
N/A	0.7102	N/A	3	none
N/A	0.891	N/A	1	none
N/A	10.361	N/A	2	none
N/A	0.8995	N/A	3	none
N/A	0.9207	N/A	1	none
N/A	0.8573	N/A	1	none
N/A	0.896	N/A	1	none
N/A	0.9099	N/A	4	none
N/A	0.9267	N/A	2	none
N/A	0.8528	N/A	1	none
N/A	0.8735	N/A	1	none
N/A	0.9216	N/A	1	none
N/A	40.478	N/A	1	none
N/A	0.9338	N/A	1	none
N/A	0.9026	N/A	2	none
N/A	0.9191	N/A	1	none
N/A	0.8967	N/A	1	none
N/A	0.9603	N/A	1	none
N/A	0.9474	N/A	1	none
N/A	0.8472	N/A	1	none
N/A	0.9261	N/A	1	none
N/A	0.955	N/A	1	none
N/A	0.8741	N/A	1	none
N/A	0.9455	N/A	1	none
N/A	13.222	N/A	1	none
N/A	0.8842	N/A	1	none
N/A	0.8964	N/A	1	none
N/A	0.9826	N/A	1	none
N/A	35.081	N/A	1	none
N/A	10.152	N/A	1	none
N/A	0.9329	N/A	1	none
N/A	0.8722	N/A	3	none
N/A	0.9216	N/A	1	none
N/A	0.9174	N/A	1	none
N/A	0.9053	N/A	1	none
N/A	17.124	N/A	1	none
N/A	44.784	N/A	1	none
N/A	10.384	N/A	2	none
N/A	10.041	N/A	1	none
N/A	26.938	N/A	1	none
N/A	0.9649	N/A	1	none
N/A	0.895	N/A	3	none
N/A	0.9084	N/A	1	none
N/A	17.726	N/A	1	none
N/A	0.8873	N/A	1	none
N/A	0.9978	N/A	1	none
N/A	0.8858	N/A	1	none
N/A	16.216	N/A	1	none
N/A	21.078	N/A	1	none
N/A	11.345	N/A	1	none
N/A	0.9876	N/A	1	none
N/A	0.8915	N/A	1	none
N/A	0.9025	N/A	1	none
N/A	37.206	N/A	1	none
N/A	25.073	N/A	1	none
N/A	0.9037	N/A	1	none
N/A	0.8796	N/A	1	none
N/A	0.9103	N/A	3	none
N/A	0.8704	N/A	1	none
N/A	0.8823	N/A	1	none
N/A	0.8987	N/A	1	none
N/A	0.9696	N/A	2	none
N/A	0.8467	N/A	1	none
N/A	0.9012	N/A	1	none
N/A	10.044	N/A	11	none
N/A	55.942	N/A	1	none
N/A	0.9451	N/A	1	none
N/A	0.9228	N/A	1	none
N/A	26.659	N/A	4	none
N/A	21.976	N/A	2	none
N/A	45.728	N/A	1	none
N/A	20.922	N/A	1	none
N/A	10.033	N/A	3	none
N/A	35.357	N/A	1	none
N/A	45.195	N/A	1	none
N/A	0.9263	N/A	1	none
N/A	20.978	N/A	1	none
N/A	0.9264	N/A	1	none
N/A	0.9329	N/A	1	none
N/A	0.9623	N/A	1	none
N/A	0.8823	N/A	1	none
N/A	0.9199	N/A	1	none
N/A	0.9017	N/A	1	none
N/A	23.524	N/A	1	none
N/A	10.018	N/A	1	none
N/A	0.9852	N/A	1	none
N/A	18.908	N/A	1	none
N/A	0.8796	N/A	1	none
N/A	0.8982	N/A	1	none
N/A	0.9498	N/A	6	none
N/A	48.074	N/A	1	none
N/A	13.206	N/A	1	none
N/A	0.9802	N/A	1	none
N/A	0.9873	N/A	1	none
N/A	0.9765	N/A	1	none
N/A	0.8915	N/A	1	none
N/A	0.9892	N/A	1	none
N/A	11.796	N/A	19	none
N/A	28.974	N/A	1	none
N/A	1.025	N/A	1	none
N/A	0.9428	N/A	3	none
N/A	0.9363	N/A	1	none
N/A	0.9698	N/A	1	none
N/A	0.9648	N/A	2	none
N/A	67.157	N/A	1	none
N/A	0.9545	N/A	1	none
N/A	0.9927	N/A	1	none
N/A	25.408	N/A	1	none
N/A	45.247	N/A	1	none
N/A	0.9427	N/A	1	none
N/A	24.314	N/A	1	none
N/A	0.9943	N/A	1	none
N/A	0.8802	N/A	1	none
N/A	0.8503	N/A	1	none
N/A	17.996	N/A	1	none
N/A	0.8658	N/A	1	none
N/A	12.459	N/A	7	none
N/A	0.993	N/A	2	none
N/A	36.135	N/A	1	none
N/A	0.9038	N/A	2	none
N/A	10.053	N/A	1	none
N/A	15.728	N/A	9	none
N/A	0.8825	N/A	1	none
N/A	0.9055	N/A	1	none
N/A	0.9702	N/A	1	none
N/A	0.9156	N/A	1	none
N/A	0.9279	N/A	3	none
N/A	0.9104	N/A	1	none
N/A	0.8776	N/A	1	none
N/A	42.784	N/A	1	none
N/A	0.9264	N/A	1	none
N/A	64.701	N/A	1	none
N/A	1.029	N/A	1	none
N/A	3.668	N/A	1	none
N/A	0.8883	N/A	1	none
N/A	0.9272	N/A	1	none
N/A	10.698	N/A	22	none
N/A	13.603	N/A	1	none
N/A	0.9878	N/A	1	none
N/A	0.8917	N/A	1	none
N/A	0.8818	N/A	1	none
N/A	0.9391	N/A	1	none
N/A	0.8971	N/A	1	none
N/A	0.903	N/A	5	none
N/A	0.9227	N/A	1	none
N/A	0.8946	N/A	1	none
N/A	0.9257	N/A	1	none
N/A	19.227	N/A	1	none
N/A	15.692	N/A	1	none
N/A	0.935	N/A	1	none
N/A	0.8824	N/A	1	none
N/A	27.075	N/A	1	none
N/A	0.9503	N/A	1	none
N/A	14.069	N/A	23	none
N/A	17.031	N/A	1	none
N/A	0.8864	N/A	1	none
N/A	12.464	N/A	1	none
N/A	0.8868	N/A	1	none
N/A	10.023	N/A	1	none
N/A	0.9675	N/A	2	none
N/A	0.9016	N/A	1	none
N/A	0.9391	N/A	1	none
N/A	0.9642	N/A	1	none
N/A	0.9082	N/A	1	none
N/A	0.9039	N/A	1	none
N/A	0.8899	N/A	1	none
N/A	0.8791	N/A	1	none
N/A	0.9765	N/A	6	none
N/A	4.115	N/A	1	none
N/A	0.8867	N/A	1	none
N/A	0.9285	N/A	1	none
N/A	10.401	N/A	13	none
N/A	12.589	N/A	1	none
N/A	0.8772	N/A	1	none
N/A	0.9093	N/A	1	none
N/A	0.888	N/A	1	none
N/A	19.969	N/A	1	none
N/A	0.9015	N/A	1	none
N/A	0.947	N/A	1	none
N/A	0.8968	N/A	3	none
N/A	0.9946	N/A	1	none
N/A	0.9097	N/A	1	none
N/A	0.9817	N/A	2	none
N/A	0.9451	N/A	1	none
N/A	0.8749	N/A	1	none
N/A	0.9127	N/A	1	none
N/A	28.778	N/A	1	none
N/A	15.354	N/A	1	none
N/A	0.8673	N/A	1	none
N/A	0.9108	N/A	2	none
N/A	0.8681	N/A	1	none
N/A	0.967	N/A	1	none
N/A	0.9774	N/A	1	none
N/A	0.9031	N/A	1	none
N/A	0.8795	N/A	1	none
N/A	20.673	N/A	2	none
N/A	0.873	N/A	1	none
N/A	0.8801	N/A	1	none
N/A	19.203	N/A	1	none
N/A	0.8695	N/A	1	none
N/A	0.922	N/A	1	none
N/A	0.9171	N/A	1	none
N/A	0.8833	N/A	1	none
N/A	0.9431	N/A	1	none
N/A	12.714	N/A	1	none
N/A	1.288	N/A	2	none
N/A	0.9265	N/A	1	none
N/A	12.386	N/A	2	none
N/A	54.258	N/A	1	none
N/A	1.292	N/A	1	none
N/A	0.8971	N/A	1	none
N/A	0.8882	N/A	1	none
N/A	0.922	N/A	1	none
N/A	0.9664	N/A	1	none
N/A	0.9431	N/A	1	none
N/A	0.9459	N/A	2	none
N/A	10.051	N/A	2	none
N/A	0.947	N/A	1	none
N/A	0.9254	N/A	1	none
N/A	0.9458	N/A	1	none
N/A	0.9321	N/A	1	none
N/A	0.9336	N/A	1	none
N/A	0.9479	N/A	2	none
N/A	0.9143	N/A	1	none
N/A	0.8789	N/A	1	none
N/A	0.9555	N/A	1	none
N/A	16.981	N/A	1	none
N/A	1.743	N/A	1	none
N/A	0.9069	N/A	3	none
N/A	0.9917	N/A	1	none
N/A	16.064	N/A	1	none
N/A	0.913	N/A	1	none
N/A	39.193	N/A	1	none
N/A	11.355	N/A	1	none
N/A	0.9632	N/A	1	none
N/A	0.8757	N/A	1	none
N/A	28.334	N/A	1	none
N/A	10.089	N/A	1	none
N/A	0.8969	N/A	1	none
N/A	0.9677	N/A	1	none
N/A	0.9809	N/A	3	none
N/A	0.906	N/A	1	none
N/A	0.8936	N/A	1	none
N/A	33.825	N/A	1	none
N/A	0.9488	N/A	2	none
N/A	0.989	N/A	1	none
N/A	0.8924	N/A	1	none
N/A	0.8962	N/A	3	none
N/A	0.9312	N/A	1	none
N/A	55.082	N/A	2	none
N/A	36.057	N/A	1	none
N/A	10.855	N/A	1	none
N/A	0.9412	N/A	1	none
N/A	0.9618	N/A	3	none
N/A	0.987	N/A	1	none
N/A	0.892	N/A	1	none
N/A	0.8886	N/A	1	none
N/A	0.8828	N/A	1	none
N/A	0.9684	N/A	1	none
N/A	0.9076	N/A	1	none
N/A	0.9006	N/A	1	none
N/A	0.8986	N/A	1	none
N/A	0.9659	N/A	1	none
N/A	0.9167	N/A	1	none
N/A	10.378	N/A	1	none
N/A	0.9142	N/A	3	none
N/A	0.9012	N/A	1	none
N/A	0.8822	N/A	1	none
N/A	0.9146	N/A	1	none
N/A	0.9909	N/A	1	none
N/A	47.941	N/A	1	none
N/A	0.9564	N/A	3	none
N/A	0.9121	N/A	1	none
N/A	24.981	N/A	1	none
N/A	0.8909	N/A	3	none
N/A	0.859	N/A	1	none
N/A	0.8773	N/A	1	none
N/A	11.147	N/A	1	none
N/A	0.8548	N/A	1	none
N/A	0.8779	N/A	1	none
N/A	40.141	N/A	1	none
N/A	0.8893	N/A	1	none
N/A	0.9307	N/A	1	none
N/A	0.8913	N/A	1	none
N/A	81.866	N/A	2	none
N/A	0.9531	N/A	1	none
N/A	0.9571	N/A	1	none
N/A	0.93	N/A	1	none
N/A	11.288	N/A	3	none
N/A	46.224	N/A	1	none
N/A	10.958	N/A	1	none
N/A	0.9049	N/A	1	none
N/A	0.9208	N/A	2	none
N/A	15.639	N/A	1	none
N/A	0.9832	N/A	1	none
N/A	0.8797	N/A	1	none
N/A	0.916	N/A	2	none
N/A	0.9198	N/A	1	none
N/A	0.9443	N/A	1	none
N/A	0.9166	N/A	2	none
N/A	0.8688	N/A	1	none
N/A	21.081	N/A	7	none
N/A	0.9697	N/A	1	none
N/A	0.846	N/A	1	none
N/A	2.461	N/A	2	none
N/A	0.9147	N/A	1	none
N/A	0.8427	N/A	1	none
N/A	0.9283	N/A	3	none
N/A	0.911	N/A	1	none
N/A	0.9017	N/A	1	none
N/A	0.9768	N/A	1	none
N/A	0.9463	N/A	1	none
N/A	11.813	N/A	1	none
N/A	46.349	N/A	2	none
N/A	0.9148	N/A	1	none
N/A	0.95	N/A	1	none
N/A	56.468	N/A	1	none
N/A	0.9286	N/A	1	none
N/A	0.9428	N/A	1	none
N/A	13.331	N/A	32	none
N/A	0.8822	N/A	1	none
N/A	0.915	N/A	1	none
N/A	12.709	N/A	1	none
N/A	10.264	N/A	1	none
N/A	0.8907	N/A	1	none
N/A	0.9419	N/A	1	none
N/A	10.658	N/A	1	none
N/A	40.278	N/A	1	none
N/A	0.9232	N/A	1	none
N/A	0.9055	N/A	1	none
N/A	18.002	N/A	1	none
N/A	0.9242	N/A	1	none
N/A	0.9408	N/A	1	none
N/A	82.833	N/A	1	none
N/A	10.318	N/A	1	none
N/A	0.9121	N/A	1	none
N/A	0.9593	N/A	1	none
N/A	0.9389	N/A	1	none
N/A	0.9188	N/A	1	none
N/A	0.916	N/A	1	none
N/A	0.9859	N/A	1	none
N/A	10.489	N/A	1	none
N/A	0.9323	N/A	3	none
N/A	0.8783	N/A	1	none
N/A	0.8909	N/A	1	none
N/A	0.8916	N/A	1	none
N/A	0.951	N/A	1	none
N/A	0.9078	N/A	1	none
N/A	0.8165	N/A	1	none
N/A	0.8768	N/A	1	none
N/A	0.8939	N/A	5	none
N/A	10.096	N/A	1	none
N/A	0.905	N/A	1	none
N/A	0.9515	N/A	1	none
N/A	0.9541	N/A	1	none
N/A	34.647	N/A	1	none
N/A	4.713	N/A	1	none
N/A	0.9511	N/A	1	none
N/A	0.8813	N/A	1	none
N/A	0.9127	N/A	1	none
N/A	22.674	N/A	7	none
